id,location,lat,lon,state,live_risk,as_of_date
GLC3760,"NH-61, 1 km before reaching Botsa",25.6703,94.1095,Nagaland,0.6169978345631715,2026-09-02
GLC3776,Itanagar/Naharlagur/Nirjuli,27.125,93.7145,Arunachal Pradesh,0.279527773126419,2026-09-02
GLC3789,Mebua (8 km from Seppa),27.2743,92.9064,Arunachal Pradesh,0.07957646833543555,2026-09-02
GLC3806,"Itanagar (one near Pachali power house, one near Heema Hospital, and one nearRomik Colony at P Secto",27.1032,93.6884,Arunachal Pradesh,0.25949293477636337,2026-09-02
GLC3805,200 meters from Teesta Bridge towards Siliguri,27.05374234,88.42572376,Sikkim,0.23045872085827138,2026-09-02
GLC3830,Manipur,24.3527,94.3429,Manipur,0.3889336738473163,2026-09-02
GLC3837,NH 37,26.5836,93.0038,Assam,0.25908863270869575,2026-09-02
GLC3840,Manipur,24.6869,93.9157,Manipur,0.2899740453252377,2026-09-02
GLC3860,"Maram, Manipur",25.4192,94.108,Nagaland,0.12569888738269175,2026-09-02
GLC3881,Itanagar,27.1034,93.6885,Arunachal Pradesh,0.2582429347763633,2026-09-02
GLC3912,East Kameng district in Arunachal Pradesh bordering China,27.44,92.2833,Arunachal Pradesh,0.4113140672664005,2026-09-02
GLC3916,"Chumukedima, Dimapur",25.7713,93.8067,Assam,0.43093848117519146,2026-09-02
GLC3925,"East Kameng, Arunachal Pradesh",27.4888,93.0153,Arunachal Pradesh,0.07660178492474945,2026-09-02
GLC3965,NH 37 at Awang Khul,24.808,93.117,Assam,0.2853539511047985,2026-09-02
GLC3983,"Maighuli, Guwahati, Meghalaya",26.1548,91.7351,Assam,0.25167757278282166,2026-09-02
GLC4241,Tamei constituency in Tamenlong district,25.1604,93.6795,Manipur,0.12808425868115458,2026-09-02
GLC4313,"Endulin Nallah, Mayodia, 17-camp, 83-camp",28.4659,95.86,Arunachal Pradesh,0.2051220398759692,2026-09-02
GLC4377,"Guwahati, Assam",26.1475,91.7356,Assam,0.26295821445536105,2026-09-02
GLC4378,"Arunachal Pradesh, Dibang,",28.8254,96.1517,Arunachal Pradesh,0.5355505308161176,2026-09-02
GLC4382,"between Harangajao and Mailongdisa, Assa,",25.1175,92.8573,Assam,0.23210183066955903,2026-09-02
GLC4385,"lachen, Sikkim",27.7167,88.5577,Sikkim,0.43413757064804975,2026-09-02
GLC4394,"Rolep, South Sikkim( Mapping to Rhenock 12 miles from Rolep)",27.1748,88.6458,Sikkim,0.44751990266764996,2026-09-02
GLC4393,"Nathang Maong, Sikkim",27.7565,88.632,Sikkim,0.47511671320615917,2026-09-02
GLC4403,"Imphal-Jiribam section of NH-37 , Manipur",24.8142,93.5444,Manipur,0.24486102182937197,2026-09-02
GLC4407,"NH44, Malidhor area,  Baleswar",25.0951,92.3567,Assam,0.4191229656218699,2026-09-02
GLC4408,"NH44, Kuliang",25.5498,92.0757,Meghalaya,0.4466576200236729,2026-09-02
GLC4424,"Lalunggaon, Guwahati,  Assam",26.149,91.7351,Assam,0.2290477811587381,2026-09-02
GLC4426,Lalunggaon near Gorchuk area,26.1226,91.7162,Assam,0.2698178717104744,2026-09-02
GLC4435,"Tirap , Arunachal Pradesh",27.174,95.8011,Arunachal Pradesh,0.213135959973823,2026-09-02
GLC4436,"Khonsa, Arunachal Pradesh",26.9986,95.4993,Arunachal Pradesh,0.24003021914386152,2026-09-02
GLC4434,"Sonaighuli area near Kahilipara, Guwahati City, Assam",26.1049,91.7369,Assam,0.23882667104105462,2026-09-02
GLC4446,"Tuting, Upper Siang , Arunachal Pradesh",28.9986,94.8885,Arunachal Pradesh,0.1668807883214976,2026-09-02
GLC4556,"Namchi to Phongla, Namchi to Melli ,Namchi to Sumbuk",27.1675,88.3651,Sikkim,0.3384279412767791,2026-09-02
GLC4570,Arunachal Pradesh,27.8458,95.2253,Arunachal Pradesh,0.15587975919330158,2026-09-02
GLC4610,"Dapchhuah, Mamit, Mizoram",23.7705,92.5217,Mizoram,0.4564912396210573,2026-09-02
GLC4757,"East Siang, Arunachal Pradesh",28.1193,95.1645,Arunachal Pradesh,0.414090121825072,2026-09-02
GLC4798,"Dibang Valley, Arunachal Pradesh",28.8254,96.1509,Arunachal Pradesh,0.5613234117503985,2026-09-02
GLC4845,"Kolasib, Saiha, Mizoram,",24.2315,92.6755,Mizoram,0.5333898697822238,2026-09-02
GLC4858,"Nursery, North Guwahati, Guwahati, Assam,",26.1662,91.7138,Assam,0.31792307455331426,2026-09-02
GLC4859,"Sarania Hills, North Guwahati, Guwahati, Assam,",26.1771,91.7599,Assam,0.3233868185154124,2026-09-02
GLC4857,"Laipuitland , Aizawl, Mizoram",23.7281,92.7175,Mizoram,0.4746455881691006,2026-09-02
GLC4860,"Boragaon, North Guwahati, Guwahati, Assam,",26.1016,91.6906,Assam,0.27506413816379505,2026-09-02
GLC4892,Upper Subansiri,27.8776,94.25,Arunachal Pradesh,0.4131841741846051,2026-09-02
GLC4906,"Helipong-Chessore Road, Nagaland",26.0977,94.7499,Nagaland,0.41493252849187084,2026-09-02
GLC4905,"Kuthur – Huker Road Via Y Anner, Chessore, Nagaland",26.0977,94.7031,Nagaland,0.3450910523008423,2026-09-02
GLC4908,"15 Km From Gangtok, Himalayans",27.3721,88.708,Sikkim,0.423297554387769,2026-09-02
GLC4990,"Near Changu Lake, 15Km Away From Nathu La, On India-China Border In Eastern Sikkim",27.3765,88.7628,Sikkim,0.44061281967408855,2026-09-02
GLC5006,"Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road",26.1147,94.3864,Nagaland,0.30991843255041884,2026-09-02
GLC5005,"Walo Ward, Mon Town, Wokha District, Nagaland",26.72,95.029,Nagaland,0.38230752119959427,2026-09-02
GLC5084,"National Highway 2 Near Phesama Village Close To Kisama Naha Heritage Site, Kohima District, Nagalan",25.616,94.1167,Nagaland,0.5863026403619762,2026-09-02
GLC5087,"National Highway 29 Near Phesama Village, Nagaland",25.6269,94.1139,Nagaland,0.6201874497159501,2026-09-02
GLC5122,"National Highway 29 Between Patkai Bridge And Kukidolong, Nagaland",25.7658,93.9413,Nagaland,0.38219502955326384,2026-09-02
GLC5123,"National Highway 2 Near Meriema Village, 10 Km Away From Kohima",25.7131,94.0885,Nagaland,0.40771329163320047,2026-09-02
GLC5250,"Polo River At Polosang, Arunachal Pradesh",27.8837,93.0515,Arunachal Pradesh,0.21626244659392313,2026-09-02
GLC5271,"Nanga, Nagaland",26.284,94.5808,Nagaland,0.3091147698260485,2026-09-02
GLC5268,"Zunheboto, Nagaland",26.0137,94.5163,Nagaland,0.25729122807401406,2026-09-02
GLC5269,"Tizu, Nagaland",25.8376,94.5234,Nagaland,0.09066651106916035,2026-09-02
GLC5270,"Phizo, Nagaland",26.0481,94.4619,Nagaland,0.26213978500819063,2026-09-02
GLC5273,"Zhekuto, Nagaland",26.1807,94.5497,Nagaland,0.3154907820438081,2026-09-02
GLC5272,"Longsa, Nagaland",26.2083,94.5438,Nagaland,0.48056059181119914,2026-09-02
GLC5274,"Suruhuto Town, Nagaland",26.0838,94.564,Nagaland,0.1596630151886451,2026-09-02
GLC5275,"Suruhuto Town, Nagaland",26.1498,94.6055,Nagaland,0.2527761639419625,2026-09-02
GLC5300,"Senapati, Manipur",25.318,94.0441,Nagaland,0.18109513866903038,2026-09-02
GLC5312,Kangtsung Village,26.7103,94.693,Assam,0.42664847440335046,2026-09-02
GLC5427,"Koide Government High School, Senapati, Manipur",25.3833,94.1884,Nagaland,0.15936053168309805,2026-09-02
GLC5338,"Longlem, Nagaland",26.8727,94.9275,Assam,0.3217399508106618,2026-09-02
GLC5337,"Yakshu, Nagaland",26.4205,94.9731,Nagaland,0.3941365906052841,2026-09-02
GLC5336,"Tobu, Nagaland",26.3897,94.9439,Nagaland,0.330383130234545,2026-09-02
GLC5343,The Imphal-Jiribam Section Of Nh-37 In Tamenglong District,24.7625,93.4341,Assam,0.39101015930527633,2026-09-02
GLC5431,"Tamenglong, Manipur",24.9829,93.5063,Assam,0.25977116132315675,2026-09-02
GLC5430,"Tamenglong- Khongsang Road, Manipur",24.9037,93.487,Manipur,0.6163108356299423,2026-09-02
GLC5429,Tamabong Village In Sikkim State,27.3425,88.2426,Sikkim,0.3864915725114048,2026-09-02
GLC5442,Arunachal Pradesh,27.1614,93.7525,Arunachal Pradesh,0.229726684121383,2026-09-02
GLC5441,"Gosang Village Under Jengging Circle, Arunachal Pradesh",28.611,94.9829,Arunachal Pradesh,0.20289282678022222,2026-09-02
GLC5476,14 Milestone Of J N Marg Near Kyangnosola (East Sikkim),27.3736,88.7323,Sikkim,0.4456841260283108,2026-09-02
GLC5552,"Ukhrul, Manipur",25.0985,94.3619,Manipur,0.5031971126054564,2026-09-02
GLC5575,"Chiechama, Nagaland",25.8266,94.1497,Nagaland,0.438551036408621,2026-09-02
GLC5582,"Batahguli, Guwahati, Assam",26.1309,91.8383,Assam,0.26351276675772173,2026-09-02
GLC5603,"Tusom, Manipur",25.426,94.6024,Manipur,0.23729173515819788,2026-09-02
GLC6015,Lohit District of Arunachal Pradesh,27.9032,96.174,Arunachal Pradesh,0.23097938010448338,2026-09-02
GLC6016,"Satgarakul Village, Karimganj, Assam State",24.8669,92.3576,Assam,0.26384844123032897,2026-09-02
GLC6105,Arunachal Pradesh,28.9205,95.3429,Arunachal Pradesh,0.23708212573111428,2026-09-02
GLC6106,Narakasur,26.1407,91.7645,Assam,0.31992218222775465,2026-09-02
GLC6107,Bamunimaidam,26.1844,91.7896,Assam,0.31827996404297004,2026-09-02
GLC6110,"Bhangagarh, Assam",26.1619,91.7697,Assam,0.21959843814437252,2026-09-02
GLC6143,"Zembabawk, Aizawl",23.7327,92.7463,Mizoram,0.3995902822874702,2026-09-02
GLC6513,Sabroom,23.0137,91.7174,Tripura,0.27294654281549235,2026-09-02
GLC6200,Arunachal Pradesh/Itanagar,27.0869,93.6086,Arunachal Pradesh,0.23614700006793524,2026-09-02
GLC6288,Noonmati,26.1985,91.7998,Assam,0.24191242232386473,2026-09-02
GLC6283,Dakhingaon,26.1314,91.7548,Assam,0.2223454793717734,2026-09-02
GLC6286,Garchuk,26.1044,91.7082,Assam,0.300340554545967,2026-09-02
GLC6284,Batahghuli,26.1324,91.8342,Assam,0.37971757752166385,2026-09-02
GLC6287,Dhirenpara,26.1295,91.7056,Assam,0.20497801346302905,2026-09-02
GLC6285,VIP Road,26.159,91.8178,Assam,0.37146614051014254,2026-09-02
GLC6292,Hatsingimari,25.7238,89.9032,Assam,0.2781318304158064,2026-09-02
GLC6290,Mawbah under Mawprem area,25.5772,91.8666,Meghalaya,0.6233244666491886,2026-09-02
GLC6222,Karsingsa block point,27.1249,93.7706,Arunachal Pradesh,0.36419751555455826,2026-09-02
GLC6293,South West Garo Hills,25.5006,90.0896,Meghalaya,0.31067749004461725,2026-09-02
GLC7591,Ratacherra,25.0318,92.4584,Assam,0.3004148238139871,2026-09-02
GLC7031,"Bop, Sikkim",27.6163,88.6586,Sikkim,0.41727276916716377,2026-09-02
GLC6971,"Itanagar, Arunachal Pradesh",27.0987,93.816,Arunachal Pradesh,0.21488759227731066,2026-09-02
GLC6968,"Ratacherra village along the NH-44 connecting to Barak Valley in Assam and Tripura, Meghalaya, Mizor",25.463,92.2121,Meghalaya,0.36090909279711936,2026-09-02
GLC6969,"Nakham Bazaar, Tura, Meghalaya",25.5114,90.215,Meghalaya,0.34103721299693324,2026-09-02
GLC6970,Akonggre,25.5084,90.2191,Meghalaya,0.32636757683965173,2026-09-02
GLC6963,"Muanna locality, Mizoram",23.7131,92.7362,Mizoram,0.47751963177046625,2026-09-02
GLC6945,"amei to Kangpokpi via Imphal road, 0.5 km from Tamei, Tamenglang District",25.16,93.686,Manipur,0.1132511955859393,2026-09-02
GLC6990,"New Land (""""New Colony"""")",26.0319,94.5466,Nagaland,0.31027180455676723,2026-09-02
GLC7214,Type-IV Colony of Seppa in East Kameng,27.36,93.0385,Arunachal Pradesh,0.2323662776136017,2026-09-02
GLC7263,"15 kms from Maram, National Highway-102/A (Maram Peren road)",25.4477,94.0489,Manipur,0.310297100685144,2026-09-02
GLC7264,22 kms to 30 kms between Sangkungmai and Willong,25.4538,93.9827,Manipur,0.3727346093901136,2026-09-02
GLC7253,Lakhipur,24.7979,92.9974,Assam,0.2293586911626178,2026-09-02
GLC7265,Willong-Yangkhullen stretch,25.5007,93.9854,Manipur,0.12663441924784444,2026-09-02
GLC7266,Yangkhullen-Tamphung road till Nagaland border,25.5098,93.8794,Manipur,0.18245681250535722,2026-09-02
GLC7279,Tamenglong Ward No-IV,24.9818,93.5142,Manipur,0.21732468143269326,2026-09-02
GLC7276,,26.1062,91.8717,Assam,0.25454462880229994,2026-09-02
